SEMANA;Date;TIENDA;Division;UNIDADES
14;4/4/2026 00:00;PUERTO CORTES-AEC;DEPORTIVA;11
14;4/4/2026 00:00;PUERTO CORTES-AEC;ESCOLAR;25
14;4/4/2026 00:00;PUERTO CORTES-AEC;GOLOSINAS;29
14;4/4/2026 00:00;PUERTO CORTES-AEC;HOGAR;53
14;4/4/2026 00:00;PUERTO CORTES-AEC;INTERIOR DETALLE;418
14;4/4/2026 00:00;PUERTO CORTES-AEC;JUGUETERIA;11
14;4/4/2026 00:00;PUERTO CORTES-AEC;PACER;39
14;4/4/2026 00:00;PUERTO CORTES-AEC;PASEO;2
14;4/4/2026 00:00;PUERTO CORTES-AEC;ROPA;167
14;4/4/2026 00:00;PUERTO CORTES-AEC;SUPERMERCADO;28
14;4/4/2026 00:00;PUERTO CORTES-AEC;TECNOLOGIA;9
14;4/4/2026 00:00;PUERTO CORTES-AEC;VERANO;10
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;ACCESORIOS;88
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;BEBE;6
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;BELLEZA;74
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;CALZADO;16
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;CALZADO PLASTICO;26
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;CELEBRACIONES;9
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;CUIDADO PERSONAL;90
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;DEPORTIVA;7
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;DS HOGAR;13
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;DS ROPA;111
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;ESCOLAR;4
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;HOGAR;48
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;INTERIOR DETALLE;123
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;JUGUETERIA;12
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;PASEO;1
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;PROMOCION-PRODUCCION;3
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;ROPA;64
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;SUPERMERCADO;1
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;TECNOLOGIA;5
14;4/4/2026 00:00;RIO LINDO, LA VITRINA;VERANO;16
14;4/4/2026 00:00;SABA-AEC;ACCESORIOS;206
14;4/4/2026 00:00;SABA-AEC;BEBE;26
14;4/4/2026 00:00;SABA-AEC;BELLEZA;104
14;4/4/2026 00:00;SABA-AEC;CALZADO;34
14;4/4/2026 00:00;SABA-AEC;CALZADO PLASTICO;49
14;4/4/2026 00:00;SABA-AEC;CELEBRACIONES;24
14;4/4/2026 00:00;SABA-AEC;CUIDADO PERSONAL;354
14;4/4/2026 00:00;SABA-AEC;DEPORTIVA;21
14;4/4/2026 00:00;SABA-AEC;ESCOLAR;18
14;4/4/2026 00:00;SABA-AEC;GOLOSINAS;34
14;4/4/2026 00:00;SABA-AEC;HOGAR;214
14;4/4/2026 00:00;SABA-AEC;INTERIOR DETALLE;273
14;4/4/2026 00:00;SABA-AEC;JUGUETERIA;28
14;4/4/2026 00:00;SABA-AEC;PACER;18
14;4/4/2026 00:00;SABA-AEC;PASEO;3
14;4/4/2026 00:00;SABA-AEC;PROMOCION-PRODUCCION;8
14;4/4/2026 00:00;SABA-AEC;ROPA;135
14;4/4/2026 00:00;SABA-AEC;SUPERMERCADO;29
14;4/4/2026 00:00;SABA-AEC;TECNOLOGIA;7
14;4/4/2026 00:00;SABA-AEC;VERANO;21
14;4/4/2026 00:00;SABA-DS;ACCESORIOS;36
14;4/4/2026 00:00;SABA-DS;BEBE;1
14;4/4/2026 00:00;SABA-DS;BELLEZA;17
14;4/4/2026 00:00;SABA-DS;CALZADO PLASTICO;18
14;4/4/2026 00:00;SABA-DS;CELEBRACIONES;2
14;4/4/2026 00:00;SABA-DS;CUIDADO PERSONAL;51
14;4/4/2026 00:00;SABA-DS;ESCOLAR;3
14;4/4/2026 00:00;SABA-DS;GOLOSINAS;2
14;4/4/2026 00:00;SABA-DS;HOGAR;27
14;4/4/2026 00:00;SABA-DS;INTERIOR DETALLE;42
14;4/4/2026 00:00;SABA-DS;PROMOCION-PRODUCCION;4
14;4/4/2026 00:00;SABA-DS;ROPA;10
14;4/4/2026 00:00;SABA-DS;SUPERMERCADO;2
14;4/4/2026 00:00;SABA-DS;TECNOLOGIA;4
14;4/4/2026 00:00;SABA-DS;VERANO;9
14;4/4/2026 00:00;SAN ESTEBAN -AEC;ACCESORIOS;91
14;4/4/2026 00:00;SAN ESTEBAN -AEC;BEBE;14
14;4/4/2026 00:00;SAN ESTEBAN -AEC;BELLEZA;96
14;4/4/2026 00:00;SAN ESTEBAN -AEC;CALZADO;26
14;4/4/2026 00:00;SAN ESTEBAN -AEC;CALZADO PLASTICO;22
14;4/4/2026 00:00;SAN ESTEBAN -AEC;CELEBRACIONES;6
14;4/4/2026 00:00;SAN ESTEBAN -AEC;CUIDADO PERSONAL;165
14;4/4/2026 00:00;SAN ESTEBAN -AEC;DEPORTIVA;12
14;4/4/2026 00:00;SAN ESTEBAN -AEC;ESCOLAR;6
14;4/4/2026 00:00;SAN ESTEBAN -AEC;GOLOSINAS;38
14;4/4/2026 00:00;SAN ESTEBAN -AEC;HOGAR;68
14;4/4/2026 00:00;SAN ESTEBAN -AEC;INTERIOR DETALLE;168
14;4/4/2026 00:00;SAN ESTEBAN -AEC;JUGUETERIA;22
14;4/4/2026 00:00;SAN ESTEBAN -AEC;PACER;10
14;4/4/2026 00:00;SAN ESTEBAN -AEC;PASEO;2
14;4/4/2026 00:00;SAN ESTEBAN -AEC;ROPA;70
14;4/4/2026 00:00;SAN ESTEBAN -AEC;SUPERMERCADO;10
14;4/4/2026 00:00;SAN ESTEBAN -AEC;TECNOLOGIA;6
14;4/4/2026 00:00;SAN ESTEBAN -AEC;VERANO;20
14;4/4/2026 00:00;SAN FRANCISCO-DS;ACCESORIOS;56
14;4/4/2026 00:00;SAN FRANCISCO-DS;BEBE;7
14;4/4/2026 00:00;SAN FRANCISCO-DS;BELLEZA;63
14;4/4/2026 00:00;SAN FRANCISCO-DS;CALZADO;4
14;4/4/2026 00:00;SAN FRANCISCO-DS;CALZADO PLASTICO;11
14;4/4/2026 00:00;SAN FRANCISCO-DS;CELEBRACIONES;2
14;4/4/2026 00:00;SAN FRANCISCO-DS;CUIDADO PERSONAL;90
14;4/4/2026 00:00;SAN FRANCISCO-DS;DEPORTIVA;4
14;4/4/2026 00:00;SAN FRANCISCO-DS;DS HOGAR;22
14;4/4/2026 00:00;SAN FRANCISCO-DS;DS INTERIOR;1
14;4/4/2026 00:00;SAN FRANCISCO-DS;DS ROPA;53
14;4/4/2026 00:00;SAN FRANCISCO-DS;GOLOSINAS;12
14;4/4/2026 00:00;SAN FRANCISCO-DS;HOGAR;36
14;4/4/2026 00:00;SAN FRANCISCO-DS;INTERIOR DETALLE;112
14;4/4/2026 00:00;SAN FRANCISCO-DS;JUGUETERIA;1
14;4/4/2026 00:00;SAN FRANCISCO-DS;PASEO;2
14;4/4/2026 00:00;SAN FRANCISCO-DS;ROPA;18
14;4/4/2026 00:00;SAN FRANCISCO-DS;SUPERMERCADO;38
14;4/4/2026 00:00;SAN FRANCISCO-DS;TECNOLOGIA;11
14;4/4/2026 00:00;SAN FRANCISCO-DS;VERANO;7
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;ACCESORIOS;123
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;BEBE;9
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;BELLEZA;108
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;CALZADO;20
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;CALZADO PLASTICO;14
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;CELEBRACIONES;12
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;CUIDADO PERSONAL;71
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;DEPORTIVA;4
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;ESCOLAR;6
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;GOLOSINAS;12
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;HOGAR;70
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;INTERIOR DETALLE;140
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;JUGUETERIA;9
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;PACER;10
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;PASEO;1
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;PROMOCION-PRODUCCION;3
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;ROPA;109
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;SUPERMERCADO;33
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;TECNOLOGIA;8
14;4/4/2026 00:00;SAN JUAN, INTIBUCA;VERANO;9
14;4/4/2026 00:00;SAN JUAN-AEC;ACCESORIOS;140
14;4/4/2026 00:00;SAN JUAN-AEC;BEBE;27
14;4/4/2026 00:00;SAN JUAN-AEC;BELLEZA;153
14;4/4/2026 00:00;SAN JUAN-AEC;CALZADO;10
14;4/4/2026 00:00;SAN JUAN-AEC;CALZADO PLASTICO;20
14;4/4/2026 00:00;SAN JUAN-AEC;CELEBRACIONES;29
14;4/4/2026 00:00;SAN JUAN-AEC;CUIDADO PERSONAL;131
14;4/4/2026 00:00;SAN JUAN-AEC;DEPORTIVA;10
14;4/4/2026 00:00;SAN JUAN-AEC;ESCOLAR;21
14;4/4/2026 00:00;SAN JUAN-AEC;GOLOSINAS;23
14;4/4/2026 00:00;SAN JUAN-AEC;GRUPOS XXXNO USARXXX;1
14;4/4/2026 00:00;SAN JUAN-AEC;HOGAR;109
14;4/4/2026 00:00;SAN JUAN-AEC;INTERIOR DETALLE;193
14;4/4/2026 00:00;SAN JUAN-AEC;JUGUETERIA;25
14;4/4/2026 00:00;SAN JUAN-AEC;PACER;29
14;4/4/2026 00:00;SAN JUAN-AEC;PASEO;3
14;4/4/2026 00:00;SAN JUAN-AEC;PROMOCION-PRODUCCION;6
14;4/4/2026 00:00;SAN JUAN-AEC;ROPA;117
14;4/4/2026 00:00;SAN JUAN-AEC;SUPERMERCADO;12
14;4/4/2026 00:00;SAN JUAN-AEC;TECNOLOGIA;9
14;4/4/2026 00:00;SAN JUAN-AEC;VERANO;19
14;4/4/2026 00:00;SAN LORENZO-AEC;ACCESORIOS;162
14;4/4/2026 00:00;SAN LORENZO-AEC;BEBE;35
14;4/4/2026 00:00;SAN LORENZO-AEC;BELLEZA;138
14;4/4/2026 00:00;SAN LORENZO-AEC;CALZADO;32
14;4/4/2026 00:00;SAN LORENZO-AEC;CALZADO PLASTICO;38
14;4/4/2026 00:00;SAN LORENZO-AEC;CELEBRACIONES;11
14;4/4/2026 00:00;SAN LORENZO-AEC;CUIDADO PERSONAL;238
14;4/4/2026 00:00;SAN LORENZO-AEC;DEPORTIVA;22
14;4/4/2026 00:00;SAN LORENZO-AEC;ESCOLAR;23
14;4/4/2026 00:00;SAN LORENZO-AEC;GOLOSINAS;54
14;4/4/2026 00:00;SAN LORENZO-AEC;HOGAR;165
14;4/4/2026 00:00;SAN LORENZO-AEC;INTERIOR DETALLE;310
14;4/4/2026 00:00;SAN LORENZO-AEC;JUGUETERIA;15
14;4/4/2026 00:00;SAN LORENZO-AEC;MERCADERIA DE CONSUMO;1
14;4/4/2026 00:00;SAN LORENZO-AEC;PACER;56
14;4/4/2026 00:00;SAN LORENZO-AEC;PASEO;4
14;4/4/2026 00:00;SAN LORENZO-AEC;PROMOCION-PRODUCCION;17
14;4/4/2026 00:00;SAN LORENZO-AEC;ROPA;115
14;4/4/2026 00:00;SAN LORENZO-AEC;SUPERMERCADO;25
14;4/4/2026 00:00;SAN LORENZO-AEC;TECNOLOGIA;8
14;4/4/2026 00:00;SAN LORENZO-AEC;VERANO;3
14;4/4/2026 00:00;SAN MARCOS AEC;ACCESORIOS;151
14;4/4/2026 00:00;SAN MARCOS AEC;BEBE;11
14;4/4/2026 00:00;SAN MARCOS AEC;BELLEZA;205
14;4/4/2026 00:00;SAN MARCOS AEC;CALZADO;28
14;4/4/2026 00:00;SAN MARCOS AEC;CALZADO PLASTICO;40
14;4/4/2026 00:00;SAN MARCOS AEC;CELEBRACIONES;42
14;4/4/2026 00:00;SAN MARCOS AEC;CUIDADO PERSONAL;263
14;4/4/2026 00:00;SAN MARCOS AEC;DEPORTIVA;18
14;4/4/2026 00:00;SAN MARCOS AEC;ESCOLAR;15
14;4/4/2026 00:00;SAN MARCOS AEC;GOLOSINAS;24
14;4/4/2026 00:00;SAN MARCOS AEC;HOGAR;106
14;4/4/2026 00:00;SAN MARCOS AEC;INTERIOR DETALLE;249
14;4/4/2026 00:00;SAN MARCOS AEC;JUGUETERIA;39
14;4/4/2026 00:00;SAN MARCOS AEC;PASEO;2
14;4/4/2026 00:00;SAN MARCOS AEC;PROMOCION-PRODUCCION;2
14;4/4/2026 00:00;SAN MARCOS AEC;ROPA;62
14;4/4/2026 00:00;SAN MARCOS AEC;SUPERMERCADO;26
14;4/4/2026 00:00;SAN MARCOS AEC;TECNOLOGIA;6
14;4/4/2026 00:00;SAN MARCOS AEC;VERANO;15
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;ACCESORIOS;61
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;BEBE;8
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;BELLEZA;26
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;CALZADO;6
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;CALZADO PLASTICO;7
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;CELEBRACIONES;3
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;CUIDADO PERSONAL;34
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;DEPORTIVA;1
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;DS HOGAR;3
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;DS INTERIOR;1
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;DS ROPA;69
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;DS VERANO;12
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;ESCOLAR;2
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;HOGAR;56
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;INTERIOR DETALLE;33
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;JUGUETERIA;6
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;PASEO;1
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;ROPA;12
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;TECNOLOGIA;3
14;4/4/2026 00:00;SAN MARCOS OCOTEPEQUE, LA VITRINA;VERANO;1
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;ACCESORIOS;239
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;BEBE;6
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;BELLEZA;228
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;CALZADO;56
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;CALZADO PLASTICO;21
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;CELEBRACIONES;13
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;CUIDADO PERSONAL;233
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;DEPORTIVA;18
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;ESCOLAR;12
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;GOLOSINAS;17
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;HOGAR;82
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;INTERIOR DETALLE;298
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;JUGUETERIA;18
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;PACER;34
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;PASEO;2
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;PROMOCION-PRODUCCION;6
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;ROPA;178
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;SUPERMERCADO;21
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;TECNOLOGIA;8
14;4/4/2026 00:00;SAN PEDRO SULA-AEC;VERANO;3
14;4/4/2026 00:00;SANTA BARBARA-AEC;ACCESORIOS;179
14;4/4/2026 00:00;SANTA BARBARA-AEC;BEBE;22
14;4/4/2026 00:00;SANTA BARBARA-AEC;BELLEZA;128
14;4/4/2026 00:00;SANTA BARBARA-AEC;CALZADO;26
14;4/4/2026 00:00;SANTA BARBARA-AEC;CALZADO PLASTICO;31
14;4/4/2026 00:00;SANTA BARBARA-AEC;CELEBRACIONES;34
14;4/4/2026 00:00;SANTA BARBARA-AEC;CUIDADO PERSONAL;249
14;4/4/2026 00:00;SANTA BARBARA-AEC;DEPORTIVA;7
14;4/4/2026 00:00;SANTA BARBARA-AEC;ESCOLAR;10
14;4/4/2026 00:00;SANTA BARBARA-AEC;GOLOSINAS;17
14;4/4/2026 00:00;SANTA BARBARA-AEC;HOGAR;120
14;4/4/2026 00:00;SANTA BARBARA-AEC;INTERIOR DETALLE;332
14;4/4/2026 00:00;SANTA BARBARA-AEC;JUGUETERIA;25
14;4/4/2026 00:00;SANTA BARBARA-AEC;PACER;19
14;4/4/2026 00:00;SANTA BARBARA-AEC;PASEO;2
14;4/4/2026 00:00;SANTA BARBARA-AEC;PROMOCION-PRODUCCION;1
14;4/4/2026 00:00;SANTA BARBARA-AEC;ROPA;148
14;4/4/2026 00:00;SANTA BARBARA-AEC;SUPERMERCADO;21
14;4/4/2026 00:00;SANTA BARBARA-AEC;TECNOLOGIA;12
14;4/4/2026 00:00;SANTA BARBARA-AEC;VERANO;20
14;4/4/2026 00:00;SANTA CRUZ AEC;ACCESORIOS;117
14;4/4/2026 00:00;SANTA CRUZ AEC;BEBE;11
14;4/4/2026 00:00;SANTA CRUZ AEC;BELLEZA;73
14;4/4/2026 00:00;SANTA CRUZ AEC;CALZADO;27
14;4/4/2026 00:00;SANTA CRUZ AEC;CALZADO PLASTICO;14
14;4/4/2026 00:00;SANTA CRUZ AEC;CELEBRACIONES;18
14;4/4/2026 00:00;SANTA CRUZ AEC;CUIDADO PERSONAL;129
14;4/4/2026 00:00;SANTA CRUZ AEC;DEPORTIVA;14
14;4/4/2026 00:00;SANTA CRUZ AEC;ESCOLAR;24
14;4/4/2026 00:00;SANTA CRUZ AEC;GOLOSINAS;11
14;4/4/2026 00:00;SANTA CRUZ AEC;HOGAR;47
14;4/4/2026 00:00;SANTA CRUZ AEC;INTERIOR DETALLE;244
14;4/4/2026 00:00;SANTA CRUZ AEC;JUGUETERIA;41
14;4/4/2026 00:00;SANTA CRUZ AEC;PACER;19
14;4/4/2026 00:00;SANTA CRUZ AEC;PASEO;1
14;4/4/2026 00:00;SANTA CRUZ AEC;ROPA;77
14;4/4/2026 00:00;SANTA CRUZ AEC;SUPERMERCADO;28
14;4/4/2026 00:00;SANTA CRUZ AEC;TECNOLOGIA;6
14;4/4/2026 00:00;SANTA CRUZ AEC;VERANO;16
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;ACCESORIOS;45
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;BEBE;6
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;BELLEZA;25
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;CALZADO;4
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;CALZADO PLASTICO;7
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;CELEBRACIONES;11
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;CUIDADO PERSONAL;39
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;DEPORTIVA;5
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;DS HOGAR;15
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;DS INTERIOR;4
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;DS ROPA;31
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;ESCOLAR;6
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;HOGAR;25
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;INTERIOR DETALLE;65
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;JUGUETERIA;5
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;PROMOCION-PRODUCCION;1
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;ROPA;29
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;SUPERMERCADO;1
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;TECNOLOGIA;7
14;4/4/2026 00:00;SANTA RITA, COPAN-DS;VERANO;3
14;4/4/2026 00:00;SANTA ROSA-AEC;ACCESORIOS;113
14;4/4/2026 00:00;SANTA ROSA-AEC;BEBE;8
14;4/4/2026 00:00;SANTA ROSA-AEC;BELLEZA;98
14;4/4/2026 00:00;SANTA ROSA-AEC;CALZADO;20
14;4/4/2026 00:00;SANTA ROSA-AEC;CALZADO PLASTICO;10
14;4/4/2026 00:00;SANTA ROSA-AEC;CELEBRACIONES;14
14;4/4/2026 00:00;SANTA ROSA-AEC;CUIDADO PERSONAL;93
14;4/4/2026 00:00;SANTA ROSA-AEC;DEPORTIVA;13
14;4/4/2026 00:00;SANTA ROSA-AEC;ESCOLAR;23
14;4/4/2026 00:00;SANTA ROSA-AEC;GOLOSINAS;7
14;4/4/2026 00:00;SANTA ROSA-AEC;HOGAR;43
14;4/4/2026 00:00;SANTA ROSA-AEC;INTERIOR DETALLE;180
14;4/4/2026 00:00;SANTA ROSA-AEC;JUGUETERIA;14
14;4/4/2026 00:00;SANTA ROSA-AEC;PACER;16
14;4/4/2026 00:00;SANTA ROSA-AEC;PASEO;3
14;4/4/2026 00:00;SANTA ROSA-AEC;ROPA;67
14;4/4/2026 00:00;SANTA ROSA-AEC;SUPERMERCADO;20
14;4/4/2026 00:00;SANTA ROSA-AEC;TECNOLOGIA;8
14;4/4/2026 00:00;SANTA ROSA-AEC;VERANO;8
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;ACCESORIOS;180
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;BEBE;30
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;BELLEZA;190
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;CALZADO;63
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;CALZADO PLASTICO;47
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;CELEBRACIONES;33
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;CUIDADO PERSONAL;211
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;DEPORTIVA;8
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;ESCOLAR;23
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;GOLOSINAS;22
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;HOGAR;61
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;INTERIOR DETALLE;378
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;JUGUETERIA;24
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;PACER;22
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;PASEO;1
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;PROMOCION-PRODUCCION;5
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;ROPA;156
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;SUPERMERCADO;21
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;TECNOLOGIA;10
14;4/4/2026 00:00;SIGUATEPEQUE-AEC;VERANO;10
14;4/4/2026 00:00;SONAGUERA-AEC;ACCESORIOS;168
14;4/4/2026 00:00;SONAGUERA-AEC;BEBE;43
14;4/4/2026 00:00;SONAGUERA-AEC;BELLEZA;95
14;4/4/2026 00:00;SONAGUERA-AEC;CALZADO;29
14;4/4/2026 00:00;SONAGUERA-AEC;CALZADO PLASTICO;33
14;4/4/2026 00:00;SONAGUERA-AEC;CELEBRACIONES;9
14;4/4/2026 00:00;SONAGUERA-AEC;CUIDADO PERSONAL;164
14;4/4/2026 00:00;SONAGUERA-AEC;DEPORTIVA;16
14;4/4/2026 00:00;SONAGUERA-AEC;ESCOLAR;14
14;4/4/2026 00:00;SONAGUERA-AEC;GOLOSINAS;9
14;4/4/2026 00:00;SONAGUERA-AEC;HOGAR;66
14;4/4/2026 00:00;SONAGUERA-AEC;INTERIOR DETALLE;164
14;4/4/2026 00:00;SONAGUERA-AEC;JUGUETERIA;20
14;4/4/2026 00:00;SONAGUERA-AEC;PACER;6
14;4/4/2026 00:00;SONAGUERA-AEC;PASEO;3
14;4/4/2026 00:00;SONAGUERA-AEC;PROMOCION-PRODUCCION;3
14;4/4/2026 00:00;SONAGUERA-AEC;ROPA;129
14;4/4/2026 00:00;SONAGUERA-AEC;SUPERMERCADO;22
14;4/4/2026 00:00;SONAGUERA-AEC;TECNOLOGIA;9
14;4/4/2026 00:00;SONAGUERA-AEC;VERANO;8
14;4/4/2026 00:00;SONAGUERA-DS;ACCESORIOS;19
14;4/4/2026 00:00;SONAGUERA-DS;BELLEZA;17
14;4/4/2026 00:00;SONAGUERA-DS;CUIDADO PERSONAL;2
14;4/4/2026 00:00;SONAGUERA-DS;DS HOGAR;13
14;4/4/2026 00:00;SONAGUERA-DS;DS ROPA;105
14;4/4/2026 00:00;SONAGUERA-DS;HOGAR;5
14;4/4/2026 00:00;SONAGUERA-DS;INTERIOR DETALLE;15
14;4/4/2026 00:00;SPS TERMINAL-AEC;ACCESORIOS;243
14;4/4/2026 00:00;SPS TERMINAL-AEC;BEBE;32
14;4/4/2026 00:00;SPS TERMINAL-AEC;BELLEZA;302
14;4/4/2026 00:00;SPS TERMINAL-AEC;CALZADO;45
14;4/4/2026 00:00;SPS TERMINAL-AEC;CALZADO PLASTICO;40
14;4/4/2026 00:00;SPS TERMINAL-AEC;CELEBRACIONES;23
14;4/4/2026 00:00;SPS TERMINAL-AEC;CUIDADO PERSONAL;344
14;4/4/2026 00:00;SPS TERMINAL-AEC;DEPORTIVA;26
14;4/4/2026 00:00;SPS TERMINAL-AEC;ESCOLAR;14
14;4/4/2026 00:00;SPS TERMINAL-AEC;GOLOSINAS;24
14;4/4/2026 00:00;SPS TERMINAL-AEC;HOGAR;134
14;4/4/2026 00:00;SPS TERMINAL-AEC;INTERIOR DETALLE;415
14;4/4/2026 00:00;SPS TERMINAL-AEC;JUGUETERIA;27
14;4/4/2026 00:00;SPS TERMINAL-AEC;PACER;53
14;4/4/2026 00:00;SPS TERMINAL-AEC;PASEO;3
14;4/4/2026 00:00;SPS TERMINAL-AEC;PROMOCION-PRODUCCION;3
14;4/4/2026 00:00;SPS TERMINAL-AEC;ROPA;177
14;4/4/2026 00:00;SPS TERMINAL-AEC;SUPERMERCADO;25
14;4/4/2026 00:00;SPS TERMINAL-AEC;TECNOLOGIA;14
