SEMANA;Date;TIENDA;Division;UNIDADES
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;MERCADERIA DE CONSUMO;4
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;PASEO;1
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;PROMOCION-PRODUCCION;3
14;1/4/2026 00:00;GRACIAS, LEMPIRA-DS;ROPA;38
14;1/4/2026 00:00;GUAIMACA-AEC;ACCESORIOS;129
14;1/4/2026 00:00;GUAIMACA-AEC;BEBE;8
14;1/4/2026 00:00;GUAIMACA-AEC;BELLEZA;117
14;1/4/2026 00:00;GUAIMACA-AEC;CALZADO;23
14;1/4/2026 00:00;GUAIMACA-AEC;CALZADO PLASTICO;35
14;1/4/2026 00:00;GUAIMACA-AEC;CELEBRACIONES;11
14;1/4/2026 00:00;GUAIMACA-AEC;CUIDADO PERSONAL;172
14;1/4/2026 00:00;GUAIMACA-AEC;DEPORTIVA;10
14;1/4/2026 00:00;GUAIMACA-AEC;ESCOLAR;85
14;1/4/2026 00:00;GUAIMACA-AEC;GOLOSINAS;18
14;1/4/2026 00:00;GUAIMACA-AEC;HOGAR;75
14;1/4/2026 00:00;GUAIMACA-AEC;INTERIOR DETALLE;179
14;1/4/2026 00:00;GUAIMACA-AEC;JUGUETERIA;12
14;1/4/2026 00:00;GUAIMACA-AEC;PACER;16
14;1/4/2026 00:00;GUAIMACA-AEC;PASEO;1
14;1/4/2026 00:00;GUAIMACA-AEC;PROMOCION-PRODUCCION;2
14;1/4/2026 00:00;GUAIMACA-AEC;ROPA;83
14;1/4/2026 00:00;GUAIMACA-AEC;SUPERMERCADO;9
14;1/4/2026 00:00;GUAIMACA-AEC;TECNOLOGIA;10
14;1/4/2026 00:00;GUAIMACA-AEC;VERANO;17
14;1/4/2026 00:00;GUAYMACA-DS;ACCESORIOS;71
14;1/4/2026 00:00;GUAYMACA-DS;BEBE;10
14;1/4/2026 00:00;GUAYMACA-DS;BELLEZA;82
14;1/4/2026 00:00;GUAYMACA-DS;CALZADO;15
14;1/4/2026 00:00;GUAYMACA-DS;CALZADO PLASTICO;31
14;1/4/2026 00:00;GUAYMACA-DS;CELEBRACIONES;11
14;1/4/2026 00:00;GUAYMACA-DS;CUIDADO PERSONAL;157
14;1/4/2026 00:00;GUAYMACA-DS;DEPORTIVA;8
14;1/4/2026 00:00;GUAYMACA-DS;DS ACCESORIOS;2
14;1/4/2026 00:00;GUAYMACA-DS;DS HOGAR;24
14;1/4/2026 00:00;GUAYMACA-DS;DS INTERIOR;7
14;1/4/2026 00:00;GUAYMACA-DS;DS ROPA;87
14;1/4/2026 00:00;GUAYMACA-DS;DS VERANO;1
14;1/4/2026 00:00;GUAYMACA-DS;ESCOLAR;7
14;1/4/2026 00:00;GUAYMACA-DS;GOLOSINAS;7
14;1/4/2026 00:00;GUAYMACA-DS;HOGAR;64
14;1/4/2026 00:00;GUAYMACA-DS;INTERIOR DETALLE;149
14;1/4/2026 00:00;GUAYMACA-DS;JUGUETERIA;11
14;1/4/2026 00:00;GUAYMACA-DS;PASEO;1
14;1/4/2026 00:00;GUAYMACA-DS;PROMOCION-PRODUCCION;3
14;1/4/2026 00:00;GUAYMACA-DS;ROPA;37
14;1/4/2026 00:00;GUAYMACA-DS;SUPERMERCADO;30
14;1/4/2026 00:00;GUAYMACA-DS;TECNOLOGIA;4
14;1/4/2026 00:00;GUAYMACA-DS;VERANO;13
14;1/4/2026 00:00;INTIBUCA-AEC;ACCESORIOS;238
14;1/4/2026 00:00;INTIBUCA-AEC;BEBE;27
14;1/4/2026 00:00;INTIBUCA-AEC;BELLEZA;152
14;1/4/2026 00:00;INTIBUCA-AEC;CALZADO;65
14;1/4/2026 00:00;INTIBUCA-AEC;CALZADO PLASTICO;58
14;1/4/2026 00:00;INTIBUCA-AEC;CELEBRACIONES;37
14;1/4/2026 00:00;INTIBUCA-AEC;CUIDADO PERSONAL;315
14;1/4/2026 00:00;INTIBUCA-AEC;DEPORTIVA;18
14;1/4/2026 00:00;INTIBUCA-AEC;ESCOLAR;23
14;1/4/2026 00:00;INTIBUCA-AEC;GOLOSINAS;20
14;1/4/2026 00:00;INTIBUCA-AEC;HOGAR;225
14;1/4/2026 00:00;INTIBUCA-AEC;INTERIOR DETALLE;527
14;1/4/2026 00:00;INTIBUCA-AEC;JUGUETERIA;50
14;1/4/2026 00:00;INTIBUCA-AEC;PACER;51
14;1/4/2026 00:00;INTIBUCA-AEC;PASEO;3
14;1/4/2026 00:00;INTIBUCA-AEC;PROMOCION-PRODUCCION;10
14;1/4/2026 00:00;INTIBUCA-AEC;ROPA;225
14;1/4/2026 00:00;INTIBUCA-AEC;SUPERMERCADO;51
14;1/4/2026 00:00;INTIBUCA-AEC;TECNOLOGIA;20
14;1/4/2026 00:00;INTIBUCA-AEC;VERANO;10
14;1/4/2026 00:00;JESUS DE OTORO-AEC;ACCESORIOS;190
14;1/4/2026 00:00;JESUS DE OTORO-AEC;BEBE;28
14;1/4/2026 00:00;JESUS DE OTORO-AEC;BELLEZA;164
14;1/4/2026 00:00;JESUS DE OTORO-AEC;CALZADO;20
14;1/4/2026 00:00;JESUS DE OTORO-AEC;CALZADO PLASTICO;35
14;1/4/2026 00:00;JESUS DE OTORO-AEC;CELEBRACIONES;13
14;1/4/2026 00:00;JESUS DE OTORO-AEC;CUIDADO PERSONAL;247
14;1/4/2026 00:00;JESUS DE OTORO-AEC;DEPORTIVA;4
14;1/4/2026 00:00;JESUS DE OTORO-AEC;ESCOLAR;9
14;1/4/2026 00:00;JESUS DE OTORO-AEC;GOLOSINAS;14
14;1/4/2026 00:00;JESUS DE OTORO-AEC;HOGAR;79
14;1/4/2026 00:00;JESUS DE OTORO-AEC;INTERIOR DETALLE;321
14;1/4/2026 00:00;JESUS DE OTORO-AEC;JUGUETERIA;24
14;1/4/2026 00:00;JESUS DE OTORO-AEC;PACER;37
14;1/4/2026 00:00;JESUS DE OTORO-AEC;PASEO;3
14;1/4/2026 00:00;JESUS DE OTORO-AEC;PROMOCION-PRODUCCION;4
14;1/4/2026 00:00;JESUS DE OTORO-AEC;ROPA;112
14;1/4/2026 00:00;JESUS DE OTORO-AEC;SUPERMERCADO;9
14;1/4/2026 00:00;JESUS DE OTORO-AEC;TECNOLOGIA;18
14;1/4/2026 00:00;JESUS DE OTORO-AEC;VERANO;31
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;ACCESORIOS;358
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;BEBE;16
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;BELLEZA;487
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;CALZADO;42
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;CALZADO PLASTICO;77
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;CELEBRACIONES;10
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;CUIDADO PERSONAL;488
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;DEPORTIVA;15
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;ESCOLAR;10
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;GOLOSINAS;23
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;HOGAR;151
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;INTERIOR DETALLE;478
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;JUGUETERIA;19
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;PACER;80
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;PASEO;4
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;PROMOCION-PRODUCCION;2
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;ROPA;252
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;SUPERMERCADO;14
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;TECNOLOGIA;21
14;1/4/2026 00:00;LA CEIBA EDIFICIO-AEC;VERANO;28
14;1/4/2026 00:00;LA CEIBA-DS;ACCESORIOS;187
14;1/4/2026 00:00;LA CEIBA-DS;BEBE;10
14;1/4/2026 00:00;LA CEIBA-DS;BELLEZA;121
14;1/4/2026 00:00;LA CEIBA-DS;CALZADO;13
14;1/4/2026 00:00;LA CEIBA-DS;CALZADO PLASTICO;10
14;1/4/2026 00:00;LA CEIBA-DS;CELEBRACIONES;1
14;1/4/2026 00:00;LA CEIBA-DS;CUIDADO PERSONAL;200
14;1/4/2026 00:00;LA CEIBA-DS;DEPORTIVA;7
14;1/4/2026 00:00;LA CEIBA-DS;DS HOGAR;28
14;1/4/2026 00:00;LA CEIBA-DS;DS ROPA;183
14;1/4/2026 00:00;LA CEIBA-DS;DS VERANO;8
14;1/4/2026 00:00;LA CEIBA-DS;ESCOLAR;7
14;1/4/2026 00:00;LA CEIBA-DS;GOLOSINAS;12
14;1/4/2026 00:00;LA CEIBA-DS;HOGAR;60
14;1/4/2026 00:00;LA CEIBA-DS;INTERIOR DETALLE;153
14;1/4/2026 00:00;LA CEIBA-DS;JUGUETERIA;10
14;1/4/2026 00:00;LA CEIBA-DS;PASEO;1
14;1/4/2026 00:00;LA CEIBA-DS;PROMOCION-PRODUCCION;4
14;1/4/2026 00:00;LA CEIBA-DS;ROPA;40
14;1/4/2026 00:00;LA CEIBA-DS;SUPERMERCADO;26
14;1/4/2026 00:00;LA CEIBA-DS;TECNOLOGIA;9
14;1/4/2026 00:00;LA CEIBA-DS;VERANO;6
14;1/4/2026 00:00;LA LIBERTAD-DS;ACCESORIOS;67
14;1/4/2026 00:00;LA LIBERTAD-DS;BEBE;6
14;1/4/2026 00:00;LA LIBERTAD-DS;BELLEZA;114
14;1/4/2026 00:00;LA LIBERTAD-DS;CALZADO;12
14;1/4/2026 00:00;LA LIBERTAD-DS;CALZADO PLASTICO;7
14;1/4/2026 00:00;LA LIBERTAD-DS;CELEBRACIONES;13
14;1/4/2026 00:00;LA LIBERTAD-DS;CUIDADO PERSONAL;122
14;1/4/2026 00:00;LA LIBERTAD-DS;DEPORTIVA;4
14;1/4/2026 00:00;LA LIBERTAD-DS;DS HOGAR;6
14;1/4/2026 00:00;LA LIBERTAD-DS;DS INTERIOR;3
14;1/4/2026 00:00;LA LIBERTAD-DS;DS ROPA;49
14;1/4/2026 00:00;LA LIBERTAD-DS;ESCOLAR;6
14;1/4/2026 00:00;LA LIBERTAD-DS;GOLOSINAS;26
14;1/4/2026 00:00;LA LIBERTAD-DS;HOGAR;48
14;1/4/2026 00:00;LA LIBERTAD-DS;INTERIOR DETALLE;200
14;1/4/2026 00:00;LA LIBERTAD-DS;JUGUETERIA;7
14;1/4/2026 00:00;LA LIBERTAD-DS;ROPA;55
14;1/4/2026 00:00;LA LIBERTAD-DS;SUPERMERCADO;22
14;1/4/2026 00:00;LA LIBERTAD-DS;VERANO;15
14;1/4/2026 00:00;LA PAZ-AEC;ACCESORIOS;106
14;1/4/2026 00:00;LA PAZ-AEC;BEBE;25
14;1/4/2026 00:00;LA PAZ-AEC;BELLEZA;151
14;1/4/2026 00:00;LA PAZ-AEC;CALZADO;35
14;1/4/2026 00:00;LA PAZ-AEC;CALZADO PLASTICO;29
14;1/4/2026 00:00;LA PAZ-AEC;CELEBRACIONES;32
14;1/4/2026 00:00;LA PAZ-AEC;CUIDADO PERSONAL;276
14;1/4/2026 00:00;LA PAZ-AEC;DEPORTIVA;4
14;1/4/2026 00:00;LA PAZ-AEC;ESCOLAR;2
14;1/4/2026 00:00;LA PAZ-AEC;HOGAR;69
14;1/4/2026 00:00;LA PAZ-AEC;INTERIOR DETALLE;248
14;1/4/2026 00:00;LA PAZ-AEC;JUGUETERIA;13
14;1/4/2026 00:00;LA PAZ-AEC;PACER;28
14;1/4/2026 00:00;LA PAZ-AEC;PASEO;1
14;1/4/2026 00:00;LA PAZ-AEC;PROMOCION-PRODUCCION;11
14;1/4/2026 00:00;LA PAZ-AEC;ROPA;153
14;1/4/2026 00:00;LA PAZ-AEC;TECNOLOGIA;3
14;1/4/2026 00:00;LA PAZ-AEC;VERANO;17
14;1/4/2026 00:00;LA VITRINA, MEGATIENDA;DS HOGAR;6
14;1/4/2026 00:00;LA VITRINA, MEGATIENDA;DS INTERIOR;1
14;1/4/2026 00:00;LA VITRINA, MEGATIENDA;DS ROPA;44
14;1/4/2026 00:00;LA VITRINA, MEGATIENDA;DS VERANO;1
14;1/4/2026 00:00;LA VITRINA, MEGATIENDA;MERCADERIA DE CONSUMO;1
14;1/4/2026 00:00;LA VITRINA, TOCOA;ACCESORIOS;121
14;1/4/2026 00:00;LA VITRINA, TOCOA;BEBE;16
14;1/4/2026 00:00;LA VITRINA, TOCOA;BELLEZA;93
14;1/4/2026 00:00;LA VITRINA, TOCOA;CALZADO;12
14;1/4/2026 00:00;LA VITRINA, TOCOA;CALZADO PLASTICO;38
14;1/4/2026 00:00;LA VITRINA, TOCOA;CELEBRACIONES;4
14;1/4/2026 00:00;LA VITRINA, TOCOA;CUIDADO PERSONAL;143
14;1/4/2026 00:00;LA VITRINA, TOCOA;DEPORTIVA;9
14;1/4/2026 00:00;LA VITRINA, TOCOA;DS HOGAR;17
14;1/4/2026 00:00;LA VITRINA, TOCOA;DS ROPA;199
14;1/4/2026 00:00;LA VITRINA, TOCOA;DS VERANO;12
14;1/4/2026 00:00;LA VITRINA, TOCOA;ESCOLAR;5
14;1/4/2026 00:00;LA VITRINA, TOCOA;GOLOSINAS;23
14;1/4/2026 00:00;LA VITRINA, TOCOA;HOGAR;78
14;1/4/2026 00:00;LA VITRINA, TOCOA;INTERIOR DETALLE;64
14;1/4/2026 00:00;LA VITRINA, TOCOA;JUGUETERIA;6
14;1/4/2026 00:00;LA VITRINA, TOCOA;PASEO;7
14;1/4/2026 00:00;LA VITRINA, TOCOA;PROMOCION-PRODUCCION;1
14;1/4/2026 00:00;LA VITRINA, TOCOA;ROPA;32
14;1/4/2026 00:00;LA VITRINA, TOCOA;SUPERMERCADO;31
14;1/4/2026 00:00;LA VITRINA, TOCOA;TECNOLOGIA;6
14;1/4/2026 00:00;LA VITRINA, TOCOA;VERANO;8
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;ACCESORIOS;47
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;BELLEZA;74
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;CALZADO;10
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;CALZADO PLASTICO;6
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;CELEBRACIONES;5
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;CUIDADO PERSONAL;12
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;DS HOGAR;16
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;DS INTERIOR;1
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;DS ROPA;103
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;DS VERANO;10
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;ESCOLAR;7
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;HOGAR;4
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;INTERIOR DETALLE;74
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;JUGUETERIA;9
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;MERCADERIA DE CONSUMO;1
14;1/4/2026 00:00;LA VITRINA-EL PARAISO;TECNOLOGIA;3
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;ACCESORIOS;105
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;BEBE;14
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;BELLEZA;88
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;CALZADO;23
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;CALZADO PLASTICO;21
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;CELEBRACIONES;9
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;CUIDADO PERSONAL;102
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;DEPORTIVA;11
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;DS HOGAR;13
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;DS INTERIOR;9
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;DS ROPA;98
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;ESCOLAR;21
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;HOGAR;62
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;INTERIOR DETALLE;142
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;JUGUETERIA;15
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;MERCADERIA DE CONSUMO;1
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;PROMOCION-PRODUCCION;2
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;ROPA;64
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;TECNOLOGIA;6
14;1/4/2026 00:00;LA VITRINA-LA LABOR OCOTEPEQUE;VERANO;17
14;1/4/2026 00:00;LA VITRINA-PEÑA BLANCA;DS ACCESORIOS;1
14;1/4/2026 00:00;LA VITRINA-PEÑA BLANCA;DS HOGAR;21
14;1/4/2026 00:00;LA VITRINA-PEÑA BLANCA;DS INTERIOR;1
14;1/4/2026 00:00;LA VITRINA-PEÑA BLANCA;DS JUGUETERIA;11
14;1/4/2026 00:00;LA VITRINA-PEÑA BLANCA;DS ROPA;252
14;1/4/2026 00:00;LA VITRINA-PEÑA BLANCA;DS VERANO;2
14;1/4/2026 00:00;LA VITRINA-SABA;ACCESORIOS;81
14;1/4/2026 00:00;LA VITRINA-SABA;BEBE;5
14;1/4/2026 00:00;LA VITRINA-SABA;BELLEZA;67
14;1/4/2026 00:00;LA VITRINA-SABA;CALZADO;13
14;1/4/2026 00:00;LA VITRINA-SABA;CALZADO PLASTICO;19
14;1/4/2026 00:00;LA VITRINA-SABA;CELEBRACIONES;1
14;1/4/2026 00:00;LA VITRINA-SABA;CUIDADO PERSONAL;74
14;1/4/2026 00:00;LA VITRINA-SABA;DEPORTIVA;15
14;1/4/2026 00:00;LA VITRINA-SABA;DS ACCESORIOS;1
14;1/4/2026 00:00;LA VITRINA-SABA;DS HOGAR;33
14;1/4/2026 00:00;LA VITRINA-SABA;DS ROPA;201
14;1/4/2026 00:00;LA VITRINA-SABA;DS VERANO;2
14;1/4/2026 00:00;LA VITRINA-SABA;ESCOLAR;10
14;1/4/2026 00:00;LA VITRINA-SABA;GOLOSINAS;21
14;1/4/2026 00:00;LA VITRINA-SABA;HOGAR;3
14;1/4/2026 00:00;LA VITRINA-SABA;INTERIOR DETALLE;131
14;1/4/2026 00:00;LA VITRINA-SABA;JUGUETERIA;15
14;1/4/2026 00:00;LA VITRINA-SABA;PROMOCION-PRODUCCION;5
14;1/4/2026 00:00;LA VITRINA-SABA;ROPA;3
14;1/4/2026 00:00;LA VITRINA-SABA;SUPERMERCADO;13
14;1/4/2026 00:00;LA VITRINA-SABA;TECNOLOGIA;1
14;1/4/2026 00:00;LA VITRINA-SABA;VERANO;1
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;ACCESORIOS;82
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;BEBE;6
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;BELLEZA;79
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;CALZADO;20
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;CALZADO PLASTICO;14
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;CELEBRACIONES;5
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;CUIDADO PERSONAL;200
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;DAÑADO EN PROMOCION;1
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;DEPORTIVA;8
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;DS HOGAR;11
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;DS INTERIOR;1
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;DS ROPA;78
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;DS VERANO;2
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;ESCOLAR;5
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;GOLOSINAS;10
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;HOGAR;60
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;INTERIOR DETALLE;145
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;JUGUETERIA;9
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;PASEO;1
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;PROMOCION-PRODUCCION;5
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;ROPA;89
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;SUPERMERCADO;17
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;TECNOLOGIA;6
14;1/4/2026 00:00;LA VITRINA-SAN ESTEBAN;VERANO;10
14;1/4/2026 00:00;LA VITRINA-TALANGA ;ACCESORIOS;120
14;1/4/2026 00:00;LA VITRINA-TALANGA ;BEBE;6
14;1/4/2026 00:00;LA VITRINA-TALANGA ;BELLEZA;89
14;1/4/2026 00:00;LA VITRINA-TALANGA ;CALZADO;13
14;1/4/2026 00:00;LA VITRINA-TALANGA ;CALZADO PLASTICO;26
14;1/4/2026 00:00;LA VITRINA-TALANGA ;CELEBRACIONES;6
14;1/4/2026 00:00;LA VITRINA-TALANGA ;CUIDADO PERSONAL;144
14;1/4/2026 00:00;LA VITRINA-TALANGA ;DEPORTIVA;8
14;1/4/2026 00:00;LA VITRINA-TALANGA ;DS HOGAR;39
14;1/4/2026 00:00;LA VITRINA-TALANGA ;DS INTERIOR;4
14;1/4/2026 00:00;LA VITRINA-TALANGA ;DS ROPA;142
14;1/4/2026 00:00;LA VITRINA-TALANGA ;DS VERANO;2
14;1/4/2026 00:00;LA VITRINA-TALANGA ;ESCOLAR;8
14;1/4/2026 00:00;LA VITRINA-TALANGA ;GOLOSINAS;29
14;1/4/2026 00:00;LA VITRINA-TALANGA ;HOGAR;43
14;1/4/2026 00:00;LA VITRINA-TALANGA ;INTERIOR DETALLE;162
14;1/4/2026 00:00;LA VITRINA-TALANGA ;JUGUETERIA;6
14;1/4/2026 00:00;LA VITRINA-TALANGA ;ROPA;47
14;1/4/2026 00:00;LA VITRINA-TALANGA ;SUPERMERCADO;2
14;1/4/2026 00:00;LA VITRINA-TALANGA ;TECNOLOGIA;5
14;1/4/2026 00:00;LA VITRINA-TALANGA ;VERANO;33
14;1/4/2026 00:00;LA VITRINA-TALANGA ;XXXNO USARXXXDANILOS STORE;1
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;ACCESORIOS;84
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;BEBE;8
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;BELLEZA;70
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;CALZADO;13
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;CALZADO PLASTICO;20
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;CELEBRACIONES;5
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;CUIDADO PERSONAL;151
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;DEPORTIVA;7
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;DS HOGAR;9
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;DS INTERIOR;2
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;DS ROPA;42
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;ESCOLAR;9
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;HOGAR;53
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;INTERIOR DETALLE;161
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;JUGUETERIA;7
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;PROMOCION-PRODUCCION;1
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;ROPA;18
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;TECNOLOGIA;3
14;1/4/2026 00:00;LA VITRINA-TRINIDAD;VERANO;11
14;1/4/2026 00:00;LAS VEGAS-AEC;ACCESORIOS;139
14;1/4/2026 00:00;LAS VEGAS-AEC;BEBE;25
14;1/4/2026 00:00;LAS VEGAS-AEC;BELLEZA;146
14;1/4/2026 00:00;LAS VEGAS-AEC;CALZADO;25
14;1/4/2026 00:00;LAS VEGAS-AEC;CALZADO PLASTICO;38
14;1/4/2026 00:00;LAS VEGAS-AEC;CELEBRACIONES;14
14;1/4/2026 00:00;LAS VEGAS-AEC;CUIDADO PERSONAL;150
14;1/4/2026 00:00;LAS VEGAS-AEC;DEPORTIVA;16
14;1/4/2026 00:00;LAS VEGAS-AEC;ESCOLAR;10
14;1/4/2026 00:00;LAS VEGAS-AEC;GOLOSINAS;22
14;1/4/2026 00:00;LAS VEGAS-AEC;HOGAR;42
14;1/4/2026 00:00;LAS VEGAS-AEC;INTERIOR DETALLE;217
14;1/4/2026 00:00;LAS VEGAS-AEC;JUGUETERIA;28
14;1/4/2026 00:00;LAS VEGAS-AEC;PACER;2
14;1/4/2026 00:00;LAS VEGAS-AEC;PASEO;3
14;1/4/2026 00:00;LAS VEGAS-AEC;PROMOCION-PRODUCCION;4
14;1/4/2026 00:00;LAS VEGAS-AEC;ROPA;67
14;1/4/2026 00:00;LAS VEGAS-AEC;SUPERMERCADO;19
14;1/4/2026 00:00;LAS VEGAS-AEC;TECNOLOGIA;5
14;1/4/2026 00:00;LAS VEGAS-AEC;VERANO;11
14;1/4/2026 00:00;LEPAERA-DS;ACCESORIOS;183
14;1/4/2026 00:00;LEPAERA-DS;BEBE;33
14;1/4/2026 00:00;LEPAERA-DS;BELLEZA;172
14;1/4/2026 00:00;LEPAERA-DS;CALZADO;36
14;1/4/2026 00:00;LEPAERA-DS;CALZADO PLASTICO;44
14;1/4/2026 00:00;LEPAERA-DS;CELEBRACIONES;22
14;1/4/2026 00:00;LEPAERA-DS;CUIDADO PERSONAL;268
14;1/4/2026 00:00;LEPAERA-DS;DEPORTIVA;18
14;1/4/2026 00:00;LEPAERA-DS;DS ACCESORIOS;2
14;1/4/2026 00:00;LEPAERA-DS;DS HOGAR;35
14;1/4/2026 00:00;LEPAERA-DS;DS INTERIOR;1
14;1/4/2026 00:00;LEPAERA-DS;DS ROPA;162
14;1/4/2026 00:00;LEPAERA-DS;DS VERANO;3
14;1/4/2026 00:00;LEPAERA-DS;ESCOLAR;27
14;1/4/2026 00:00;LEPAERA-DS;GOLOSINAS;38
14;1/4/2026 00:00;LEPAERA-DS;HOGAR;129
14;1/4/2026 00:00;LEPAERA-DS;INTERIOR DETALLE;266
14;1/4/2026 00:00;LEPAERA-DS;JUGUETERIA;23
14;1/4/2026 00:00;LEPAERA-DS;PASEO;1
14;1/4/2026 00:00;LEPAERA-DS;PROMOCION-PRODUCCION;2
14;1/4/2026 00:00;LEPAERA-DS;ROPA;97
14;1/4/2026 00:00;LEPAERA-DS;SUPERMERCADO;23
14;1/4/2026 00:00;LEPAERA-DS;TECNOLOGIA;8
